RUL_SEQ_NO,DESCR,GRP_TYP,GRP_COD,CUST_NO,ITEM_NO,PRC_METH,PRC_BASIS,AMT_OR_PCT,MIN_QTY
5,SUPERIOR CB S F,C,180571,,,D,R,28.5714,0.0001
5,SUPERIOR CB S F,C,181180,,,D,R,45.7071,0.0001
5,SUPERIOR CB S F,C,181757,,,D,R,46.9697,0.0001
5,SUPERIOR CB S F,C,182936,,,D,R,36.8687,0.0001
5,SUPERIOR CB S F,C,185133,,,D,R,59.1969,0.0001
5,SUPERIOR CB S F,C,185795,,,D,R,49.4949,0.0001
5,SUPERIOR CB S F,C,186983,,,D,R,64.0152,0.0001
5,SUPERIOR CB S F,C,187635,,,D,R,46.2500,0.0001
5,SUPERIOR CB S F,C,191087,,,D,R,36.8687,0.0001
5,SUPERIOR CB S F,C,191554,,,D,R,32.6146,0.0001
5,SUPERIOR CB S F,C,191845,,,D,R,49.3333,0.0001
5,SUPERIOR CB S F,C,191935,,,D,R,28.5714,0.0001
5,SUPERIOR CB S F,C,192758,,,D,R,36.8687,0.0001
5,SUPERIOR CB S F,C,192843,,,D,R,28.5714,0.0001
5,SUPERIOR CB S F,C,193342,,,D,R,43.1818,0.0001
5,SUPERIOR CB S F,C,197620,,,D,R,49.3333,0.0001
5,SUPERIOR CB S F,C,199285,,,D,R,36.0614,0.0001
5,SUPERIOR CB S F,C,199359,,,D,R,16.2304,0.0001
5,SUPERIOR CB S F,C,199418,,,D,R,34.3832,0.0001
5,SUPERIOR CB S F,C,199925,,,D,R,47.8488,0.0001
5,SUPERIOR CB S F,C,200628,,,D,R,44.2857,0.0001
5,SUPERIOR CB S F,C,201431,,,D,R,38.5714,0.0001
5,SUPERIOR CB S F,C,201783,,,D,R,48.1865,0.0001
5,SUPERIOR CB S F,C,202674,,,D,R,28.5714,0.0001
5,SUPERIOR CB S F,C,202758,,,D,R,46.6667,0.0001
5,SUPERIOR CB S F,C,203049,,,D,R,28.5714,0.0001
5,SUPERIOR CB S F,C,203148,,,D,R,28.5714,0.0001
5,SUPERIOR CB S F,C,203222,,,D,R,46.5318,0.0001
5,SUPERIOR CB S F,C,203893,,,D,R,46.6667,0.0001
5,SUPERIOR CB S F,C,204034,,,D,R,54.5455,0.0001
5,SUPERIOR CB S F,C,204624,,,D,R,28.5714,0.0001
5,SUPERIOR CB S F,C,206466,,,D,R,33.3333,0.0001
5,SUPERIOR CB S F,C,206752,,,D,R,28.5714,0.0001
5,SUPERIOR CB S F,C,207338,,,D,R,44.5813,0.0001
5,SUPERIOR CB S F,C,207814,,,D,R,28.5714,0.0001
5,SUPERIOR CB S F,C,207826,,,D,R,55.1282,0.0001
5,SUPERIOR CB S F,C,208839,,,D,R,33.9498,0.0001
5,SUPERIOR CB S F,C,209492,,,D,R,55.8081,0.0001
5,SUPERIOR CB S F,C,210083,,,D,R,63.6048,0.0001
5,SUPERIOR CB S F,C,210600,,,D,R,69.3750,0.0001
5,SUPERIOR CB S F,C,211271,,,D,R,0.0000,0.0001
5,SUPERIOR CB S F,C,211483,,,D,R,28.5714,0.0001
5,SUPERIOR CB S F,C,211502,,,D,R,57.1429,0.0001
5,SUPERIOR CB S F,C,211528,,,D,R,67.7419,0.0001
5,SUPERIOR CB S F,C,211663,,,D,R,65.0000,0.0001
5,SUPERIOR CB S F,C,211747,,,D,R,43.1818,0.0001
5,SUPERIOR CB S F,C,211863,,,D,R,28.5714,0.0001
5,SUPERIOR CB S F,C,AWC-10-03,,,D,R,35.0649,0.0001
5,SUPERIOR CB S F,C,AXC-03-01,,,D,R,28.5714,0.0001
5,SUPERIOR CB S F,C,AYC-12-03,,,D,R,44.8276,0.0001
5,SUPERIOR CB S F,C,AYC-22-03,,,D,R,0.0000,0.0001
5,PC S F,C,BWC-10-03,,,D,1,70.0000,0.0000
5,SUPERIOR CB S F,C,BXC-03-01,,,D,R,28.5714,0.0001
5,SUPERIOR CB S F,C,BXC-06-01,,,D,R,61.7834,0.0001
5,SUPERIOR CB S F,C,CXC-27-15,,,D,R,46.2500,0.0001
5,SUPERIOR CB S F,C,CYC-05-01,,,D,R,0.0000,0.0001
5,SUPERIOR CB S F,C,CYC-13-05,,,D,R,0.0000,0.0001
5,SUPERIOR CB S F,C,ECX-23-01,,,D,R,43.7500,0.0001
5,SUPERIOR CB S F,C,EYC-23-03,,,D,R,28.5714,0.0001
5,SUPERIOR CB S F,C,FWC-22-01,,,D,R,38.6667,0.0001
5,SUPERIOR CB S F,C,FXC-15-01,,,D,R,0.0000,0.0001
5,SUPERIOR CB S F,C,FXC-29-02,,,D,R,61.3333,0.0001
5,SUPERIOR CB S F,C,GWC-01-01,,,D,R,0.0000,0.0001
5,SUPERIOR CB S F,C,GWC-08-04,,,D,R,48.5714,0.0001
5,SUPERIOR CB S F,C,HVC-24-01,,,D,R,28.5714,0.0001
5,SUPERIOR CB S F,C,HWC-01-09,,,D,R,63.7500,0.0001
5,SUPERIOR CB S F,C,HWC-01-10,,,D,R,49.4949,0.0001
5,SUPERIOR CB S F,C,HWC-01-11,,,D,R,55.8081,0.0001
5,SUPERIOR CB S F,C,HWC-23-05,,,D,R,27.7457,0.0001
5,SUPERIOR CB S F,C,HXC-14-02,,,D,R,56.2500,0.0001
5,SUPERIOR CB S F,C,HXC-23-01,,,D,R,0.0000,0.0001
5,SUPERIOR CB S F,C,IWC-08-01,,,D,R,55.5556,0.0001
5,SUPERIOR CB S F,C,IXC-12-01,,,D,R,71.2500,0.0001
5,SUPERIOR CB S F,C,JWC-17-23,,,D,R,63.0542,0.0001
5,SUPERIOR CB S F,C,JWC-18-01,,,D,R,58.4323,0.0001
5,SUPERIOR CB S F,C,JWC-27-09,,,D,R,67.5000,0.0001
5,SUPERIOR CB S F,C,KVC-18-02,,,D,R,58.7500,0.0001
5,SUPERIOR CB S F,C,KVC-30-03,,,D,R,64.7500,0.0001
5,SUPERIOR CB S F,C,LWC-19-12,,,D,R,36.8687,0.0001
5,SUPERIOR CB S F,C,NCR CASH,,,D,1,50.0000,1.0000
5,TIER 5 CUSTOMERS,S,TIERED,,,D,1,39.0000,0.0010
6,GOV TIER 1 CUSTOMERS,S,TIERED,,,D,1,28.0000,0.0010
6,SUPERIOR CFB S F,C,NCR CASH,,,D,1,50.0000,1.0000
6,SUPERIOR CFB S F,C,LWC-19-12,,,D,R,36.8687,0.0001
6,SUPERIOR CFB S F,C,KVC-30-03,,,D,R,64.7500,0.0001
6,SUPERIOR CFB S F,C,KVC-18-02,,,D,R,58.7500,0.0001
6,SUPERIOR CFB S F,C,JWC-27-09,,,D,R,67.5000,0.0001
6,SUPERIOR CFB S F,C,JWC-18-01,,,D,R,58.4323,0.0001
6,SUPERIOR CFB S F,C,JWC-17-23,,,D,R,63.0542,0.0001
6,SUPERIOR CFB S F,C,IXC-12-01,,,D,R,71.2500,0.0001
6,SUPERIOR CFB S F,C,IWC-08-01,,,D,R,55.5556,0.0001
6,SUPERIOR CFB S F,C,HXC-23-01,,,D,R,0.0000,0.0001
6,SUPERIOR CFB S F,C,HXC-14-02,,,D,R,56.2500,0.0001
6,SUPERIOR CFB S F,C,HWC-23-05,,,D,R,27.7457,0.0001
6,SUPERIOR CFB S F,C,HWC-01-11,,,D,R,55.8081,0.0001
6,SUPERIOR CFB S F,C,HWC-01-10,,,D,R,49.4949,0.0001
6,SUPERIOR CFB S F,C,HWC-01-09,,,D,R,63.7500,0.0001
6,SUPERIOR CFB S F,C,HVC-24-01,,,D,R,28.5714,0.0001
6,SUPERIOR CFB S F,C,GWC-08-04,,,D,R,48.5714,0.0001
6,SUPERIOR CFB S F,C,GWC-01-01,,,D,R,0.0000,0.0001
6,SUPERIOR CFB S F,C,FXC-29-02,,,D,R,61.3333,0.0001
6,SUPERIOR CFB S F,C,FXC-15-01,,,D,R,0.0000,0.0001
6,SUPERIOR CFB S F,C,FWC-22-01,,,D,R,38.6667,0.0001
6,SUPERIOR CFB S F,C,EYC-23-03,,,D,R,28.5714,0.0001
6,SUPERIOR CFB S F,C,ECX-23-01,,,D,R,43.7500,0.0001
6,SUPERIOR CFB S F,C,CYC-13-05,,,D,R,0.0000,0.0001
6,SUPERIOR CFB S F,C,CYC-05-01,,,D,R,0.0000,0.0001
6,SUPERIOR CFB S F,C,CXC-27-15,,,D,R,46.2500,0.0001
6,SUPERIOR CFB S F,C,BXC-06-01,,,D,R,61.7834,0.0001
6,SUPERIOR CFB S F,C,BXC-03-01,,,D,R,28.5714,0.0001
6,CB S F,C,BWC-10-03,,,D,1,50.0000,0.0000
6,SUPERIOR CFB S F,C,AYC-22-03,,,D,R,0.0000,0.0001
6,SUPERIOR CFB S F,C,AYC-12-03,,,D,R,44.8276,0.0001
6,SUPERIOR CFB S F,C,AXC-03-01,,,D,R,28.5714,0.0001
6,SUPERIOR CFB S F,C,AWC-10-03,,,D,R,35.0649,0.0001
6,SUPERIOR CFB S F,C,211863,,,D,R,28.5714,0.0001
6,SUPERIOR CFB S F,C,211747,,,D,R,43.1818,0.0001
6,SUPERIOR CFB S F,C,211663,,,D,R,65.0000,0.0001
6,SUPERIOR CFB S F,C,211528,,,D,R,67.7419,0.0001
6,SUPERIOR CFB S F,C,211502,,,D,R,57.1429,0.0001
6,SUPERIOR CFB S F,C,211483,,,D,R,28.5714,0.0001
6,SUPERIOR CFB S F,C,211271,,,D,R,0.0000,0.0001
6,SUPERIOR CFB S F,C,210600,,,D,R,69.3750,0.0001
6,SUPERIOR CFB S F,C,210083,,,D,R,63.6048,0.0001
6,SUPERIOR CFB S F,C,209492,,,D,R,55.8081,0.0001
6,SUPERIOR CFB S F,C,208839,,,D,R,33.9498,0.0001
6,SUPERIOR CFB S F,C,207826,,,D,R,55.1282,0.0001
6,SUPERIOR CFB S F,C,207814,,,D,R,28.5714,0.0001
6,SUPERIOR CFB S F,C,207338,,,D,R,44.5813,0.0001
6,SUPERIOR CFB S F,C,206752,,,D,R,28.5714,0.0001
6,SUPERIOR CFB S F,C,206466,,,D,R,33.3333,0.0001
6,SUPERIOR CFB S F,C,204624,,,D,R,28.5714,0.0001
6,SUPERIOR CFB S F,C,204034,,,D,R,54.5455,0.0001
6,SUPERIOR CFB S F,C,203893,,,D,R,46.6667,0.0001
6,SUPERIOR CFB S F,C,203222,,,D,R,46.5318,0.0001
6,SUPERIOR CFB S F,C,203148,,,D,R,28.5714,0.0001
6,SUPERIOR CFB S F,C,203049,,,D,R,28.5714,0.0001
6,SUPERIOR CFB S F,C,202758,,,D,R,46.6667,0.0001
6,SUPERIOR CFB S F,C,202674,,,D,R,28.5714,0.0001
6,SUPERIOR CFB S F,C,201783,,,D,R,48.1865,0.0001
6,SUPERIOR CFB S F,C,201431,,,D,R,38.5714,0.0001
6,SUPERIOR CFB S F,C,200628,,,D,R,44.2857,0.0001
6,SUPERIOR CFB S F,C,199925,,,D,R,47.8488,0.0001
6,SUPERIOR CFB S F,C,199418,,,D,R,34.3832,0.0001
6,SUPERIOR CFB S F,C,199359,,,D,R,16.2304,0.0001
6,SUPERIOR CFB S F,C,199285,,,D,R,36.0614,0.0001
6,SUPERIOR CFB S F,C,197620,,,D,R,49.3333,0.0001
6,SUPERIOR CFB S F,C,193342,,,D,R,43.1818,0.0001
6,SUPERIOR CFB S F,C,192843,,,D,R,28.5714,0.0001
6,SUPERIOR CFB S F,C,192758,,,D,R,36.8687,0.0001
6,SUPERIOR CFB S F,C,191935,,,D,R,28.5714,0.0001
6,SUPERIOR CFB S F,C,191845,,,D,R,49.3333,0.0001
6,SUPERIOR CFB S F,C,191554,,,D,R,32.6146,0.0001
6,SUPERIOR CFB S F,C,191087,,,D,R,36.8687,0.0001
